language_no	predicate_no	verb	X	Y	locus	valency_pattern	sentence	glosses_en	back_translation_en	comms	glosses_ru	back_translation_ru	verb_original_orthography	sentence_original_orthography
31	66	orać	NOM	ACC	TR	TR	Michał orze pol-e	PN[NOM.SG] plough:IPFV.PRS.3SG field-ACC.SG	‘Michał is ploughing the field.’		PN[NOM.SG] пахать:IPFV.PRS.3SG поле-ACC.SG	‘Михал пашет поле.’		
31	67	pachnąć	NOM	INS	Y	NOM_INS	moj-e ręc-e pachną benzyn-ą	my-F.NOM.PL hand-NOM.PL smell:IPFV.PRS.3PL gasoline-INS.SG	‘My hands smell of gasoline.’		мой-F.NOM.PL рука-NOM.PL пахнуть:IPFV.PRS.3PL бензин-INS.SG	‘Мои руки пахнут бензином.’		
31	68	przejść	NOM	ACC	TR	TR	Stefan przeszed-ł drog-ę	PN[NOM.SG] cross:PFV\PST-PST[M.3SG] road-ACC.SG	‘Stefan crossed the road.’		PN[NOM.SG] перейти:PFV\PST-PST[M.3SG] дорога-ACC.SG	‘Стефан перешел дорогу.’		
31	69	zaśpiewać	NOM	ACC	TR	TR	Stefan zaśpiewa-ł ładn-ą piosenk-ę	PN[NOM.SG] sing:PFV-PST[M.3SG] beautiful-F.ACC.SG song-ACC.SG	‘Stefan sang a beautiful song.’		PN[NOM.SG] спеть:PFV-PST[M.3SG] красивый-F.ACC.SG песня-ACC.SG	‘Стефан спел красивую песню.’		
31	70	napisać	NOM	ACC	TR	TR	Staszek napisa-ł list	PN[NOM.SG] write:PFV\PST-PST[M.3SG] letter[ACC.SG]	‘Staszek wrote a letter.’		PN[NOM.SG] написать:PFV\PST-PST[M.3SG] письмо[ACC.SG]	‘Сташек написал письмо.’		
31	71	wypić	NOM	ACC	TR	TR	Staszek wypi-ł mlek-o	PN[NOM.SG] drink:PFV-PST[M.3SG] milk-ACC.SG	‘Staszek drank the milk.’		PN[NOM.SG] выпить:PFV-PST[M.3SG] молоко-ACC.SG	‘Сташек выпил молоко.’		
31	72	roztopić	NOM	ACC	TR	TR	Staszek roztopi-ł kawałek ołowi-u	PN[NOM.SG] melt:PFV-PST[M.3SG] piece[ACC.SG] lead-GEN.SG	‘Staszek melted a piece of lead.’		PN[NOM.SG] расплавить:PFV-PST[M.3SG] кусок[ACC.SG] свинец-GEN.SG	‘Сташек расплавил косок свинца.’		
31	73	pasować	NOM	doGEN	Y	NOM_doGEN	ten pasek pasuje do moj-ej sukienk-i	this.M.NOM.SG belt[NOM.SG] match:IPFV.PRS.3SG at my-F.GEN.SG dress-GEN.SG	‘This belt goes well with my dress.’		этот.M.NOM.SG пояс[NOM.SG] подходить:IPFV.PRS.3SG до мой-F.GEN.SG платье-GEN.SG	‘Этот пояс подходит к моему платью.’		
31	74	opuścić	NOM	ACC	TR	TR	Staszek opuści-ł rodzim-e miast-o	PN[NOM.SG] leave:PFV-PST[M.3SG] native-N.ACC.SG town-ACC.SG	‘Staszek left his native city.’		PN[NOM.SG] покинуть:PFV-PST[M.3SG] родной-N.ACC.SG город-ACC.SG	‘Сташек покинул родной город.’		
31	75	pokrywać	NOM	ACC	TR	TR	dywan pokrywa cał-ą podłog-ę	carpet[NOM.SG] cover:IPFV.PRS.3SG whole-F.ACC.SG floor-ACC.SG	‘The carpet covers the whole floor.’		ковер[NOM.SG] покрывать:IPFV.PRS.3SG весь-F.ACC.SG пол-ACC.SG	‘Ковер покрывает весь пол.’		
31	76	pamiętać	NOM	ACC	TR	TR	Staszek dobrz-e pamięta dom	PN[NOM.SG] good-ADV remember:IPFV.PRS.3SG house[ACC.SG]	‘Staszek remembers the house well.’		PN[NOM.SG] хороший-ADV помнить:IPFV.PRS.3SG дом[ACC.SG]	‘Сташек хорошо помнит дом.’		
31	77	pomóc	NOM	DAT	Y	NOM_DAT	Stanisław pomóg-ł Roman-owi	PN[NOM.SG] help\PST:PFV-PST[M.3SG] PN-DAT.SG	‘Stanisław helped Roman.’		PN[NOM.SG] помочь\PST:PFV-PST[M.3SG] PN-DAT.SG	‘Станислав помог Роману.’		
31	78	rozumieć	NOM	ACC	TR	TR	Staszek rozumie język francusk-i	PN[NOM.SG] understand:IPFV.PRS.3SG language[ACC.SG] French-M.ACC.SG	‘Staszek understands French.’		PN[NOM.SG] понимать:IPFV.PRS.3SG язык[ACC.SG] французский-M.ACC.SG	‘Сташек понимает французский язык.’		
31	79	trafić	NOM	wACC	Y	NOM_wACC	piorun trafi-ł w dom	lightning[NOM.SG] strike:PFV-PST[M.3SG] in house[ACC.SG]	‘Lightning struck the house.’		молния[NOM.SG] попасть:PFV-PST[M.3SG] в дом[ACC.SG]	‘Молния попала в дом.’		
31	80	zaciąć się	NOM	INS	Y	NOM_INS	Staszek zacią-ł się brzytw-ą	PN[NOM.SG] cut\PST:PFV-PST[M.3SG] REFL razor-INS.SG	‘Staszek cut himself with a razor.’		PN[NOM.SG] порезать\PST:PFV-PST[M.3SG] REFL бритва-INS.SG	‘Сташек порезался бритвой.’		
31	81	przylepić się	NOM	doGEN	Y	NOM_doGEN	szklank-a przylepi-ł-a się do stoł-u	glass-NOM.SG stick:PFV-PST-F.3SG REFL at table-GEN.SG	‘The glass got stuck to the table.’		стакан-NOM.SG прилепить:PFV-PST-F.3SG REFL до стол-GEN.SG	‘Стакан прилип к столу.’		
31	82	przegrać	NOM	zINS	Y	NOM_zINS	Józef przegra-ł z Eugeniusz-em	PN[NOM.SG] lose:PFV-PST[M.3SG] with PN-INS.SG	‘Józef lost to Eugeniusz.’		PN[NOM.SG] проиграть:PFV-PST[M.3SG] с PN-INS.SG	‘Юзеф проиграл Евгениушу.’		
31	83	ucieszyć się	NOM	zGEN	Y	NOM_zGEN	generał ucieszy-ł się z list-u	general[NOM.SG] become_glad:PFV-PST[M.3SG] REFL from letter-GEN.SG	‘The general was glad about the letter.’		генерал[NOM.SG] обрадоваться:PFV-PST[M.3SG] REFL из письмо-GEN.SG	‘Генерал обрадовался письму.’		
31	84	rozmawiać	NOM	zINS	Y	NOM_zINS	Staszek rozmawia z Adam-em	PN[NOM.SG] speak:IPFV.PRS.3SG with PN-INS.SG	‘Staszek is speaking with Adam.’		PN[NOM.SG] разговаривать:IPFV.PRS.3SG с PN-INS.SG	‘Сташек разговаривает с Адамом.’		
31	85	urodzić	NOM	ACC	TR	TR	Mariol-a urodzi-ł-a syn-a	PN-NOM.SG give_birth-PST-F.3SG son-ACC.SG	‘Mariola gave birth to a son.’		PN-NOM.SG родить-PST-F.3SG сын-ACC.SG	‘Мариола родила сына.’		
31	86	upuścić	NOM	ACC	TR	TR	Ann-a upuści-ł-a szklank-ę	PN-NOM.SG drop:PFV-PST-F.3SG glass-ACC.SG	‘Anna dropped the glass.’		PN-NOM.SG уронить:PFV-PST-F.3SG стакан-ACC.SG	‘Анна уронила стакан.’		
31	87	rządzić	NOM	INS	Y	NOM_INS	Eliz-a rządzi nasz-ą wsi-ą	PN-NOM.SG govern:IPFV.PRS.3SG our-F.INS.SG village-INS.SG	‘Eliza runs our village.’		PN-NOM.SG управлять:IPFV.PRS.3SG наш-F.INS.SG деревня-INS.SG	‘Элиза управляет нашей деревней.’		
31	88	tęsknić	NOM	zaINS	Y	NOM_zaINS	Marek tęskni za Magd-ą	PN[NOM.SG] miss:IPFV.PRS.3SG behind PN-INS.SG	‘Marek misses Magda.’		PN[NOM.SG] скучать:IPFV.PRS.3SG за PN-INS.SG	‘Марек скучает по Магде.’		
31	89	iść	NOM	zaINS	Y	NOM_zaINS	Jacek idzie za Mark-iem	PN[NOM.SG] go:IPFV.PRS.3SG behind PN-INS.SG	‘Jacek follows Marek.’		PN[NOM.SG] идти:IPFV.PRS.3SG за PN-INS.SG	‘Яцек идет за Мареком.’		
31	90	zejść	NOM	zGEN	Y	NOM_zGEN	Jacek zszed-ł z koni-a	PN[NOM.SG] go_down:PFV\PST-PST[M.3SG] from horse-GEN.SG	‘Jacek got down from the horse.’		PN[NOM.SG] сойти:PFV\PST-PST[M.3SG] из лошадь-GEN.SG	‘Яцек слез с коня.’		
31	91	słuchać	NOM	GEN	Y	NOM_GEN	Ann-a słucha radi-a	PN[NOM.SG] listen:IPFV.PRS.3SG radio-GEN.SG	‘Anna is listening to radio.’		PN[NOM.SG] слушать:IPFV.PRS.3SG радио-GEN.SG	‘Анна слушает радио.’		
31	92	słuchać się	NOM	GEN	Y	NOM_GEN	Ann-a słucha się mam-y	PN-NOM.SG listen:IPFV.PRS.3SG REFL mummy-GEN.SG	‘Anna obeys her mother.’		PN-NOM.SG слушать:IPFV.PRS.3SG REFL мама-GEN.SG	‘Анна слушается маму.’		
31	93	słyszeć	NOM	ACC	TR	TR	Ann-a słyszy muzyk-ę	PN-NOM.SG hear:IPFV.PRS.3SG music-ACC.SG	‘Anna hears the music.’		PN-NOM.SG слышать:IPFV.PRS.3SG музыка-ACC.SG	‘Анна слышит музыку.’		
31	94	zmieszać się	NOM	zINS	Y	NOM_zINS	miód zmiesza-ł się z mlek-iem	honey[NOM.SG] mix:PFV-PST[M.3SG] REFL with milk-INS.SG	‘The honey got mixed with milk.’		мёд[NOM.SG] смешаться:PFV-PST[M.3SG] REFL с молоко-INS.SG	‘Мёд смешался с молоком.’		
31	95	patrzeć	NOM	naACC	Y	NOM_naACC	Ann-a patrzy na chmur-y	PN-NOM.SG look:IPFV.PRS.3SG on cloud-ACC.PL	‘Anna is looking at the clouds.’		PN-NOM.SG смотреть:IPFV.PRS.3SG на туча-ACC.PL	‘Анна смотрит на тучи.’		
31	96	zdjąć	NOM	ACC	TR	TR	Ann-a zdję-ł-a koszul-ę	PN-NOM.SG take_off:PFV-PST-F.3SG shirt-ACC.SG	‘Anna took off his shirt.’		PN-NOM.SG снимать:PFV-PST-F.3SG рубашка-ACC.SG	‘Анна сняла рубашку.’		
31	97	śnić się	DAT	NOM	X	DAT_NOM	Roman-owi śni się Matk-a Bosk-a	PN-DAT.SG dream:IPFV.PRS.3SG REFL mother-NOM.SG god’s-F.NOM.SG	‘Roman dreams about Virgin Mary.’		PN-DAT.SG сниться:IPFV.PRS.3SG REFL матерь-NOM.SG божий-F.NOM.SG	‘Роману снится Божья Матерь.’		
31	98	zgodzić się	NOM	zINS	Y	NOM_zINS	Ann-a zgodzi-ł-a się z Mark-iem	PN-NOM.SG agree:PFV-PST-F.3SG REFL with PN-INS.SG	‘Anna agreed with Marek.’		PN-NOM.SG согласиться:PFV-PST-F.3SG REFL с PN-INS.SG	‘Анна согласилась с Мареком.’		
31	99	pokłócić się	NOM	zINS	Y	NOM_zINS	Agnieszk-a pokłóci-ł-a się z Magd-ą	PN-NOM.SG quarrell:PFV-PST-F.3SG REFL with PN-INS.SG	‘Agnieszka had a quarrel with Magda.’		PN-NOM.SG поссориться:PFV-PST-F.3SG REFL с PN-INS.SG	‘Агнешка поссорилась с Магдой.’		
31	100	kosztować	NOM	ACC	TR	TR	ta filiżank-a kosztuje jeden dolar	this.F.NOM.SG cup-NOM.SG cost:IPFV.PRS.3SG one[M.ACC.SG] dollar[ACC.SG]	‘This cup costs one dollar.’		этот.F.NOM.SG чашка-NOM.SG стоить:IPFV.PRS.3SG один[M.ACC.SG] доллар[ACC.SG]	‘Эта чашка стоит один доллар.’		
31	101	strzelić	NOM	doGEN	Y	NOM_doGEN	Paweł strzeli-ł do ptak-a	PN[NOM.SG] shoot:PFV-PST[M.3SG] at bird-GEN.SG	‘Paweł shot at the bird.’		PN[NOM.SG] выстрелить:PFV-PST[M.3SG] до птица-GEN.SG	‘Павел выстрелил в птицу.’		
31	102	wsypać	NOM	ACC	TR	TR	Staszek wsypa-ł cukier	PN[NOM.SG] pour:PFV-PST[M.3SG] sugar[ACC.SG]	‘Staszek poured the sugar.’		PN[NOM.SG] насыпать:PFV-PST[M.3SG] сахар[ACC.SG]	‘Сташек насыпал сахар.’		
31	103	zgubić	NOM	ACC	TR	TR	Marek zgubi-ł klucz-e	PN[NOM.SG] lose:PFV-PST[M.3SG] key-ACC.PL	‘Marek lost his keys.’		PN[NOM.SG] потерять:PFV-PST[M.3SG] ключ-ACC.PL	‘Марек потерял ключи.’		
31	104	utonąć	NOM	wLOC	Y	NOM_wLOC	polan-o utonę-ł-o w wodzi-e	log-NOM.SG sink:PFV-PST-F.3SG in water-LOC.SG	‘The log sank in the water.’		полено-NOM.SG утонуть:PFV-PST-F.3SG в вода-LOC.SG	‘Полено утонуло в воде.’		
31	105	zabić	NOM	ACC	TR	TR	Janek zabi-ł Magdalen-ę	PN[NOM.SG] kill:PFV-PST[M.3SG] PN-ACC.SG	‘Janek killed Magdalena.’		PN[NOM.SG] убить:PFV-PST[M.3SG] PN-ACC.SG	‘Янек убил Магдалену.’		
31	106	uderzyć	NOM	ACC	TR	TR	Franek uderzy-ł Andrzej-a	PN[NOM.SG] hit:PFV-PST[M.3SG] PN-ACC.SG	‘Franek hit Andrzej.’		PN[NOM.SG] ударить:PFV-PST[M.3SG] PN-ACC.SG	‘Франек ударил Анджея.’		
31	107	pocałować	NOM	ACC	TR	TR	Franek pocałowa-ł Mart-ę	PN[NOM.SG] kiss:PFV-PST[M.3SG] PN-ACC.SG	‘Franek kissed Marta.’		PN[NOM.SG] поцеловать:PFV-PST[M.3SG] PN-ACC.SG	‘Франек поцеловал Марту.’		
31	108	przeczytać	NOM	ACC	TR	TR	Ann-a przeczyta-ł-a ciekaw-ą książk-ę	PN-NOM.SG read:PFV-PST-F.3SG interesting-F.ACC.SG book-ACC.SG	‘Anna read an interesting book.’		PN-NOM.SG прочитать:PFV-PST-F.3SG интересный-F.ACC.SG книга-ACC.SG	‘Анна прочитала интересную книгу.’		
31	109	poruszyć	NOM	INS	Y	NOM_INS	Andrzej poruszy-ł palc-em	PN[NOM.SG] move:PFV-PST[M.3SG] finger-INS.SG	‘Andrzej moved his finger.’		PN[NOM.SG] пошевелить:PFV-PST[M.3SG] палец-INS.SG	‘Анджей пошевелил пальцем.’		
31	110	szanować	NOM	ACC	TR	TR	Krystyn-a szanuje Ann-ę	PN-NOM.SG respect:IPFV.PRS.3SG PN-ACC.SG	‘Krystyna respects Anna.’		PN-NOM.SG уважать:IPFV.PRS.3SG PN-ACC.SG	‘Кристина уважает Анну.’		
31	111	brzydzić się	NOM	INS	Y	NOM_INS	Marek brzydzi się dzieć-mi	PN[NOM.SG] be_squeamish:IPFV.PRS.3SG REFL child-INS.PL	‘Marek is squeamish about children.’		PN[NOM.SG] брезговать:IPFV.PRS.3SG REFL ребенок-INS.PL	‘Марек брезгует детьми.’		
31	112	zadowolony + COP	NOM	zGEN	Y	NOM_zGEN	Dariusz by-ł zadowolon-y z syn-a	PN[NOM.SG] be\PST-PST[M.3SG] satisfied-M.NOM.SG from son-GEN.SG	‘Dariusz was satisfied with his son.’	Non-verbal predicate.	PN[NOM.SG] быть\PST-PST[M.3SG] довольный-M.NOM.SG из сын-GEN.SG	‘Дариуш доволен сыном.’		
31	113	zakochać się	NOM	wLOC	Y	NOM_wLOC	Michał zakocha-ł się w Janc-e	PN[NOM.SG] fall_in_love:PFV-PST[M.3SG] REFL in PN-LOC.SG	‘Michał fell in love with Janka.’		PN[NOM.SG] влюбить:PFV-PST[M.3SG] REFL в PN-LOC.SG	‘Михал влюбился в Янку.’		
31	114	ufać	NOM	DAT	Y	NOM_DAT	Michał ufa Janas-owi	PN[NOM.SG] trust:IPFV.PRS.3SG PN-DAT.SG	‘Michał trusts Janas.’		PN[NOM.SG] верить:IPFV.PRS.3SG PN-DAT.SG	‘Михал верит Янасу.’		
31	115	żałować	NOM	GEN	Y	NOM_GEN	Michał żałuje swoj-ej matk-i	PN[NOM.SG] sympathise:PFV.PRS.3SG one’s_own-F.GEN.SG mother-GEN.SG	‘Michał sympathises with his mother.’		PN[NOM.SG] жалеть:PFV.PRS.3SG свой-F.GEN.SG мать-GEN.SG	‘Михал жалеет свою мать.’		
31	116	zazdrościć	NOM	DAT	Y	NOM_DAT	Michał zazdrości Janc-e	PN[NOM.SG] envy:IPFV.PRS.3SG PN-DAT.SG	‘Michał envies Janka.’		PN[NOM.SG] завидовать:IPFV.PRS.3SG PN-DAT.SG	‘Михал завидует Янке.’		
31	117	gniewać się	NOM	naACC	Y	NOM_naACC	Michał gniew-a się na Jank-ę	PN[NOM.SG] make_angry:IPFV.PRS.3SG REFL on PN-ACC.SG	‘Michał is angry with Janka.’		PN[NOM.SG] злить:IPFV.PRS.3SG REFL на PN-ACC.SG	‘Михал злиться на Янку.’		
31	118	zdziwić się	NOM	INS	Y	NOM_INS	Michał zdziwi-ł się tym prezent-em	PN[NOM.SG] surprise:PFV-PST[M.3SG] REFL this.M.INS.SG gift-INS.SG	‘Michał was surprised at this gift.’		PN[NOM.SG] удивлять:PFV-PST[M.3SG] REFL этот.M.INS.SG подарок-INS.SG	‘Михал удивился этому подарку.’		
31	119	lubić	NOM	ACC	TR	TR	Michał lubi herbat-ę	PN[NOM.SG] love:IPFV.PRS.3SG tea-ACC.SG	‘Michał loves tea.’		PN[NOM.SG] любить:IPFV.PRS.3SG чай-ACC.SG	‘Михал любит чай.’		
31	120	delektować się	NOM	INS	Y	NOM_INS	Michał delektuje się gorąc-ą herbat-ą	PN[NOM.SG] love:IPFV.PRS.3SG REFL hot-F.INS.SG tea-INS.SG	‘Michał enjoys hot tea.’		PN[NOM.SG] любить:IPFV.PRS.3SG REFL горячий-F.INS.SG чай-INS.SG	‘Михал наслаждается горячим чаем.’		
31	121	chcieć	NOM	ACC	TR	TR	Michał chce now-ą komórk-ę	PN[NOM.SG] want:IPFV.PRS.3SG new-F.ACC.SG mobile_phone-ACC.SG	‘Michał wants a new mobile phone.’		PN[NOM.SG] хотеть:IPFV.PRS.3SG новый-F.ACC.SG мобильник-ACC.SG	‘Михал хочет новый мобильник.’		
31	122	wściekać się	NOM	naACC	Y	NOM_naACC	Michał wścieka się na Ann-ę	PN[NOM.SG] annoy:IPFV.PRS.3SG REFL on PN-ACC.SG	‘Michał holds a grudge against Anna.’		PN[NOM.SG] бесить:IPFV.PRS.3SG REFL на PN-ACC.SG	‘Михал злится на Анну.’		
31	123	obrazić się	NOM	naACC	Y	NOM_naACC	Michał obrazi-ł się na Magd-ę	PN[NOM.SG] offend:PFV-PST[M.3SG] REFL on PN-ACC.SG	‘Michał took offence at Magda.’		PN[NOM.SG] обидеть:PFV-PST[M.3SG] REFL на PN-ACC.SG	‘Михал обиделся на Магду.’		
31	124	zasmucić	NOM	ACC	TR	TR	Paweł bardzo zasmuci-ł Magd-ę	PN[NOM.SG] very upset:PFV-PST[M.3SG] PN-ACC.SG	‘Paweł greatly upset Magda.’		PN[NOM.SG] очень огорчить:PFV-PST[M.3SG] PN-ACC.SG	‘Павел очень огорчил Магду.’		
31	125	porazić	ACC	NOM	X	ACC_NOM	Pawł-a porazi-ł-o to miast-o	PN-ACC.SG strike:PFV-PST-N.3SG that.N.NOM.SG town-NOM.SG	‘Paweł was impressed by this town.’		PN-ACC.SG поразить:PFV-PST-N.3SG тот.N.NOM.SG город-NOM.SG	‘Павла поразил этот город.’		
31	126	gardzić	NOM	INS	Y	NOM_INS	Paweł gardzi Magd-ą	PN[NOM.SG] despise:IPFV.PRS.3SG PN-INS.SG	‘Paweł despises Magda.’		PN[NOM.SG] презирать:IPFV.PRS.3SG PN-INS.SG	‘Павел презирает Магду.’		
31	127	zasmucić się	NOM	z.powoduGEN	Y	NOM_z.powoduGEN	Michał zasmuci-ł się z powod-u syn-a	PN[NOM.SG] upset:PFV-PST[M.3SG] REFL from reason-GEN.SG son-GEN.SG	‘Michał got upset with his son.’		PN[NOM.SG] огорчить:PFV-PST[M.3SG] REFL из повод-GEN.SG сын-GEN.SG	‘Михал огорчился из-за сына.’		
31	128	denerwywać się	NOM	naACC	Y	NOM_naACC	Michał denerwuje się na swoj-ą córk-ę	PN[NOM.SG] irritate:IPFV.PRS.3SG REFL on one’s_own-ACC.SG daughter-ACC.SG	‘Michał is getting irritated with his daughter.’		PN[NOM.SG] раздражать:IPFV.PRS.3SG REFL на свой-ACC.SG дочь-ACC.SG	‘Павел раздражается на свою дочь.’		
31	129	lubić	NOM	ACC	TR	TR	Michał lubi Magd-ę	PN[NOM.SG] love:IPFV.PRS.3SG PN-ACC.SG	‘Michał is fond of Magda.’		PN[NOM.SG] любить:IPFV.PRS.3SG PN-ACC.SG	‘Михалу нравится Магда.’		
31	130	wstydzić się	NOM	GEN	Y	NOM_GEN	Michał wstydzi się swoj-ego wzrost-u	PN[NOM.SG] be_shy:IPFV.PRS.3SG REFL one’s_own-M.GEN.SG height-GEN.SG	‘Michał is embarrased about his height.’		PN[NOM.SG] стесняться:IPFV.PRS.3SG REFL свой-M.GEN.SG рост-GEN.SG	‘Михал стесняется своего роста.’		
87	1	estar com dor	SBJ	de	Y	SBJ_de	Pedro está com dor de cabeça	PN(M) COP_PROG.3SG.PRS with pain(F) of head(F)	‘Pedro has a headache.’		PN(M) COP_PROG.3SG.PRS с боль(F) от голова(F)	‘У Педру болит голова.’		
87	2	estar	SBJ	com	Y	SBJ_com	Pedro está com gripe	PN(M) COP_PROG.3SG.PRS with flu(F)	‘Pedro has a flu.’		PN(M) COP_PROG.3SG.PRS с грипп(F)	‘У Педру грипп.’		
87	3	ter medo	SBJ	de	Y	SBJ_de	Pedro tem medo de cachorro	PN(M) have.3SG.PRS fear(M) of dog(M)	‘Pedro is afraid of a dog.’		PN(M) иметь.3SG.PRS страх(M) от собака(M)	‘Педру боится собаки.’		
87	4	jogar	SBJ	DO	TR	TR	Pedro jog-ou um-a pedra	PN(M) throw-3SG.PST INDF-F stone(F)	‘Pedro threw a stone.’		PN(M) бросить-3SG.PST INDF-F камень(F)	‘Педру бросил камень.’		
87	5	ter	*	*	*		agora Pedro tem dinheiro	now PN(M) have.3SG.PRS money(M)	‘Now Pedro has money.’	Not included in the database because the translation is semantically inaccurate.	сейчас PN(M) иметь.3SG.PRS деньги(M)	‘Теперь у Педру есть деньги.’		
87	6	parecer-se	SBJ	com	Y	SBJ_com	Pedro se parec-e com Miguel	PN(M) REFL look_like-3SG.PRS with PN(M)	‘Pedro resembles Miguel.’		PN(M) REFL быть_похожим-3SG.PRS с PN(M)	‘Педру похож на Мигела.’		
87	7	acreditar	SBJ	em	Y	SBJ_em	Pedro acredit-a em Miguel	PN(M) believe-3SG.PRS in PN(M)	‘Pedro believes Miguel.’		PN(M) верить-3SG.PRS в PN(M)	‘Педру верит Мигелу.’		
87	8	pegar	SBJ	DO	TR	TR	Pedro peg-ou o livro	PN(M) take-3SG.PST DEF.M book(M)	‘Pedro took a book.’		PN(M) брать-3SG.PST DEF.M книга(M)	‘Педру взял книгу.’		
87	9	ver	SBJ	DO	TR	TR	Pedro vê a casa	PN(M) see.3SG.PRS DEF.F house(F)	‘Pedro sees a house.’		PN(M) видеть.3SG.PRS DEF.F дом(F)	‘Педру видит дом.’		
87	10	influenciar	SBJ	DO	TR	TR	a idade influenci-a a memória	DEF.F age(F) influence-3SG.PRS DEF.F memory(F)	‘Age influences memory.’		DEF.F возраст(F) влиять-3SG.PRS DEF.F память(F)	‘Возраст влияет на память.’		
87	11	encontrar	SBJ	com	Y	SBJ_com	Pedro encontr-ou com Miguel	PN(M) meet-3SG.PST with PN(M)	‘Pedro encountered Miguel.’		PN(M) встречаться-3SG.PST с PN(M)	‘Педру встретился с Мигелом.’		
87	12	entrar	SBJ	em	Y	SBJ_em	Pedro entr-ou em casa	PN(M) enter-3SG.PST in house(F)	‘Pedro entered a house.’		PN(M) входить-3SG.PST в дом(F)	‘Педру вошел в дом.’		
87	13	vencer	SBJ	DO	TR	TR	Pedro venc-eu Miguel	PN(M) win-3SG.PST PN(M)	‘Pedro won over Miguel.’		PN(M) выигрывать-3SG.PST PN(M)	‘Педру выиграл у Мигела.’		
87	14	sair	SBJ	de	Y	SBJ_de	Pedro sa-iu de casa	PN(M) exit-3SG.PST of house(F)	‘Pedro exited a house.’		PN(M) выходить-3SG.PST от дом(F)	‘Педру вышел из дома.’		
87	15	conduzir	SBJ	DO	TR	TR	Pedro conduz a vaca	PN(M) lead.3SG.PRS DEF.F cow(F)	‘Pedro is driving the cow.’		PN(M) гнать.3SG.PRS DEF.F корова(F)	‘Педру гонит корову.’		
87	16	dobrar	SBJ	DO	TR	TR	Pedro dobr-ou o galho	PN(M) bend-3SG.PST DEF.M branch(M)	‘Pedro bent the branch.’		PN(M) гнуть-3SG.PST DEF.M ветка(M)	‘Педру согнул ветку.’		
87	17	dizer	SBJ	para	Y	SBJ_para	Pedro disse para Miguel: «…»	PN(M) say.3SG.PST towards PN(M) 	‘Pedro told Miguel: ‘…’.’		PN(M) говорить.3SG.PST по_направлении PN(M) 	‘Педру сказал Мигелу: «…»’		
87	18	segurar	SBJ	DO	TR	TR	Pedro segur-a o livro	PN(M) hold-3SG.PRS DEF.M book(M)	‘Pedro is holding a book.’		PN(M) держать-3SG.PRS DEF.M книга(M)	‘Педру держит книгу.’		
87	19	alcançar	SBJ	DO	TR	TR	Pedro alcanç-ou Maria	PN(M) reach-3SG.PST PN(F)	‘Pedro caught up with Maria.’		PN(M) достичь-3SG.PST PN(F)	‘Педру догнал Марию.’		
87	20	ordenhar	SBJ	DO	TR	TR	Pedro ordenh-ou a vaca	PN(M) milk-3SG.PST DEF.F cow(F)	‘Pedro milked the cow.’		PN(M) доить-3SG.PST DEF.F корова(F)	‘Педру подоил корову’		
87	21	alcançar	SBJ	DO	TR	TR	Pedro alcanç-ou a-s margen-s	PN(M) reach-3SG.PST DEF.F-PL shore(F)-PL	‘Pedro reached the coast.’		PN(M) достичь-3SG.PST DEF.F-PL берег(F)-PL	‘Педру достиг берега.’		
87	22	encostar	SBJ	em	Y	SBJ_em	Pedro encost-ou na parede	PN(M) lean-3SG.PST in+DEF.F wall(F)	‘Pedro touched the wall.’		PN(M) наклониться-3SG.PST в+DEF.F стена(F)	‘Педру дотронулся до стены.’		
87	23	brigar	SBJ	com	Y	SBJ_com	Pedro está brig-ando com Miguel	PN(M) COP_PROG.3SG.PRS fight-PROG with PN(M)	‘Pedro is fighting with Miguel.’		PN(M) COP_PROG.3SG.PRS драться-PROG с PN(M)	‘Педру дерется с Мигелом.’		
87	24	ter amizade	SBJ	com	Y	SBJ_com	Pedro tem amizade com Maria	PN(M) have.3SG.PRS friendship(F) with PN(F)	‘Pedro is friends with Maria.’		PN(M) иметь.3SG.PRS дружба(F) с PN(F)	‘Педру дружит с Марией.’		
87	25	pensar	SBJ	em	Y	SBJ_em	Pedro pens-a em Miguel	PN(M) think-3SG.PRS in PN(M)	‘Pedro is thinking about Miguel.’		PN(M) думать-3SG.PRS в PN(M)	‘Педру думает о Марии.’		
87	26	comer	SBJ	DO	TR	TR	Pedro com-eu um-a maçã	PN(M) eat-3SG.PST INDF-F apple(F)	‘Pedro ate an apple.’		PN(M) есть-3SG.PST INDF-F яблоко(F)	‘Педру съел яблоко’		
87	27	cozinhar	SBJ	DO	TR	TR	Pedro cozinh-ou o peixe	PN(M) cook-3SG.PST DEF.M fish(M)	‘Pedro cooked the fish.’		PN(M) готовить-3SG.PST DEF.M рыба(M)	‘Педру пожарил рыбу’		
87	28	esperar	SBJ	DO	TR	TR	Pedro está esper-ando Miguel	PN(M) COP_PROG.3SG.PRS wait-PROG PN(M)	‘Pedro is waiting for Miguel.’		PN(M) COP_PROG.3SG.PRS ждать-PROG PN(M)	‘Педру ждет Мигела.’		
87	29	esquecer-se	SBJ	de	Y	SBJ_de	Pedro se esquec-eu do outr-o caminho	PN(M) REFL forget-3SG.PST of+DEF.M other-M way(M)	‘Pedro forgot about the other way.’		PN(M) REFL забыть-3SG.PST от+DEF.M другой-M путь(M)	‘Педру забыл о другой дороге.’		
